,MGG (1),MGG (2),MGG (3),Raabe,Searle,Eckhardt-Müller,Werktitel (MGG),Titel des Werks ,Populartitel,Vertonung,Fassung,Version,Titel des untergeordneten Werks,Abteilungen / Akte / Abschnitte,Sammlung 1,Sammlung 2,Tonart,Taktart,Tempoangabe,Besetzung,Text-Incipits,Widmung an,Widmung diplomatisch,Kommentar zur Widmung,Musikalische Vorlage,Komponist,Textvorlage,Textdichter,Vorlage Kunstwerk,Künstler,Lokalitätsbezug,Kompositionszeitraum,"Entstehung und Herausgabe
(Fließtext)",Erstausgabe,Link Notentext EA,Anthologie,Folgeausgaben,UA,Weitere Aufführungen,Konzertberichte,Werkrezensionen,"Verweis auf andere ""Werke""",Briefstellen,Literatur (1),Seite (1),Literatur (2),Seite (2),Literatur (3),Seite (3),Literatur (4),Seite (4),Literatur (5),Seite(5),Neuausgaben,Bearbeiter,Kommentare Bearbeiter,Autographe Entwürfe (1),Link,Kommentar,Autographe Entwürfe (2),Link,Kommentar,Autographe Entwürfe (3),Kommentar,Autograph(e Stichvorlage) (1),Link ,Kommentar,Autograph(e Stichvorlage) (2),Link,Kommentar,Autograph(e Stichvorlage) (3),Link,Kommentar,Autographe Abschrift (1),Link,Kommentar,Autographe Abschrift (2),Link,Kommentar,Autographe Abschrift (3),Kommentar,Autographe Abschrift (4),Kommentar,Drucke mit Eintragungen von Liszts Hand (1),Link,Kommentar,Drucke mit Eintragungen von Liszts Hand (2),Link,Kommentar,"Auktionen, Katalog",Link,Kommentar
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,"Prometheus, Sinf. Dichtung; Version 1",,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,"Prometheus, Sinf. Dichtung; Version 2",,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,417,100,G7,"Mazeppa, Sinf. Dichtung nach V. Hugo",,,,,,,,,,,,,Orch,,,,--> A175/4,,,,[Victor Hugo 118554654],,,,,,"Lpz. 1856†, B&H",,,,"UA: Weimar, 16.04.1854",,,,"A8, A39, A172, B38, C13",,,,,,,,,,,,MW i/3,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/A 6 ,,Schrift: Raff; Titel in Liszts Handschrift; Stichvorlage,F-Pn MS-155 ,https://gallica.bnf.fr/ark:/12148/btv1b525094412,Schrift: Joachim Raff mit Korrekturen von Liszt ,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,418,101,G10,"Festklänge, Sinf. Dichtung; 2 Versionen",,,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1856†, B&H",,,"Lpz. 1861 (rev.), B&H","UA: Weimar, 09.11.1854",,,,"B13, C7",,Bonner 1986,100,,,,,,,,,MW i/4,DTie,,D-WRgs GSA 60/A 7d,,,D-WRgs GSA 60/N 1,,,,,D-WRgs GSA 60/A 7a ,,,,,,,,,D-WRgs GSA 60/U 74,,Fassung für Klavier zu zwei Händen; zeitgenössische Schrift ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,"Festklänge, Sinf. Dichtung; Version 1",,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,"Festklänge, Sinf. Dichtung; Version 2",,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,419,102,G4,"Héroïde funèbre, Sinf. Dichtung; 2 Versionen",,,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1857†, B&H",,,,"UA: Breslau, 10.11.1857",,,,"B49, C15",,Bonner 1986,100,,,,,,,,,MW i/4,DTie,,F-Pn MS-158 ,http://gallica.bnf.fr/ark:/12148/btv1b55001671n,,,,,,,,,,,,,,,,D-WRgs GSA 60/A8 ,,Schrift: Raff mit Korrektur von Liszt; Stichvorlage ,D-WRgs GSA 60/U 7,,Schrift: Carl Tausig; Übertragung für Klavier ,D-WRgs GSA 60/U 64 ,Schrift: Carl Tausig; Bearbeitung für Klavier der letzten Fassung von 1856,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,"Héroïde funèbre, Sinf. Dichtung; Version 1",,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,"Héroïde funèbre, Sinf. Dichtung; Version 2",,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,420,103,G13,"Hungaria, Sinf. Dichtung","Hungaria, Sinf. Dichtung",,,,,,,,,,,,Orch,,,,,,,Franz von Schober,Franz von Schober,Gleichnamiges Gedicht,Franz von Schober,Ungarn,,,"Lpz. 1857†, B&H",,,,"UA: Pest, 08.09.1856",,,,"A65, B39, C16",,,,,,,,,,,,MW i/5,DTie,,,,,,,,,,D-WRgs GSA 60/A 9a,,,,,,,,,D-WRgs GSA 60/A 9b,,Schrift: Raff mit Korrektur von Liszt; Stichvorlage,D-WRgs GSA 60/U 5 ,,Schrift: Carl Tausig; Übertragung für Klavier ,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,421,104,G22,t,"Hamlet, Sinf. Dichtung",,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1861†, B&H",,,,"UA: Weimar, 25.06.1858",,,,"B40, C22",,Eckhardt 1986,85–86,Vande Moortele 2006,,,,,,,,MW i/5,DTie,,H-Bn Ms.mus. 5.600 ,,,,,,,,D-WRgs GSA 60/A 10a,,,,,,,,,D-WRgs GSA 60/10b ,,Schrift: Raff mit Korrektur von Liszt; Stichvorlage,D-WRgs GSA 60/U 6 ,,Schrift: Carl Tausig; Übertragung für Klavier ,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,422,105,G17,"Hunnenschlacht, Sinf. Dichtung nach einem Gemäde von W. von Kaulbach","Hunnenschlacht, Sinf. Dichtung nach einem Gemäde von W. von Kaulbach",,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1861†, B&H",,,,"UA: Weimar, 29.12.1857",,,,"B51, C21",,,,,,,,,,,,MW i/6,DTie,,D-WRgs GSA 60/A 11a,,,,,,,,"RUS-SPsc Fund 298. Collection of Alexander Siloti, No. 3",,,,,,,,,D-WRgs GSA 60/A 11 ,,Schrift: Raff vom 18. 7. 1860,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,423,106,G15,"Die Ideale, Sinf. Dichtung nach Schiller","Die Ideale, Sinf. Dichtung nach Schiller",,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1858†, B&H",,,,"UA: Weimar, 05.09.1857",,,,"B44, C17",,Gottwald 1982 ,168,Micznik 1999,221ff,,,,,,,MW i/6,DTie,,D-Ngm Hs 107023 [1],"http://dlib.gnm.de/item/Hs107023-1/19/html


http://dlib.gnm.de/item/Hs107017/html/1 ","Vgl. Micznik 1999, S. 224, FN 57",,,,,,D-Ngm Hs 107017,http://dlib.gnm.de/item/Hs107017,,,,,,,,D-WRgs GSA 60/A 12,,Schrift: Raff,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,424,107,G38,"Von der Wiege bis zum Grabe (Du berceau jusqu'a la tombe), Sinf. Dichtung: 1 Die Wiege, 2 Der Kampf um's Dasein, 3 Zum Grabe, die Wiege des zukünftigen Lebens","Von der Wiege bis zum Grabe (Du berceau jusqu'a la tombe), Sinf. Dichtung",,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Bln. 1883†, Bo&Bo",,,,,,,,"A303, A310, B55, S61",,,,,,,,,,,,MW i/10,DTie,,,,,,,,,,F-Pn MS-179,https://gallica.bnf.fr/ark:/12148/btv1b550064650,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,1 Die Wiege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,2 Der Kampf um's Dasein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,"3 Zum Grabe, die Wiege des zukünftigen Lebens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,425,108,G12,"Eine Faust-Symphonie in drei Charakterbildern, nach J.W. von Goethe; 1. Version in drei Sätzen ohne Schlusschor ","Eine Faust-Symphonie in drei Charakterbildern, nach J.W. von Goethe; 1. Version in drei Sätzen ohne Schlusschor",,,Version 1,,,,,,,,,Orch,,,,,,,,,,,,,,,,,,,,,,,,Somfai 1962,100–101,Eckhardt 1986,86–87,Redepenning 1988,14,Arlettaz 2002,63-72,,,,DTie,,D-WRgs GSA 60/N 4 ,,,,,,,,H-Bn Ms.mus. 260,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,1 Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,2 Gretchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,3 Mephistopheles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,425,108,G12,"Eine Faust-Symphonie in drei Charakterbildern, nach J.W. von Goethe; 2. Version mit Schlusschor","Eine Faust-Symphonie in drei Charakterbildern, nach J.W. von Goethe; 2. Version mit Schlusschor",,,Version 2,,,,,,,,,"T, MCh, Orch",,,,,,,,,,,,,,"Lpz. 1861†, Schuberth",,,,"UA: Weimar, 05.09.1857",,,,"A190, C19",,Somfai 1962,102–105,Walker 1992,,,,,,,,MW i/8-9,DTie,,,,,,,,,,,, ,,,,,,,D-WRgs GSA 60/A 14a ,,Schrift: Götze und Anteile von Liszts Handschrift; Stichvorlage,D-WRgs GSA 60/A 14c ,,Nur 2. Satz Gretchen Schrift: Carl Tausig,,,,,D-WRgs GSA 60/A 14b,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,1 Faust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,2 Gretchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,3 Mephistopheles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,Schlusschor / Chorus Mysticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,426,109,G14,Eine Symphonie zu Dantes Divina Commedia,Eine Symphonie zu Dantes Divina Commedia,,,,,,,,,,,,"FCh, Orch",,[Richard Wagner 118594117],,,,,,,,,,,,"Lpz. 1859†, B&H",,,,"UA: Dresden, 07.11.1857",,,,"C20, E8, N44, T6",,Auman 1991,3–4,Angelis 1911,337-342,,,,,,,MW i/7,DTie,,US-Wc ML96.L58 ,,,US-Wc ML31.R67,https://www.loc.gov/item/2011567016/,,,,"D-B Mus.ms.autogr. Liszt, F. 17",http://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN645230111&PHYSID=PHYS_0009&DMDID=DMDLOG_0001,,,,,,,,D-WRgs GSA 60/A 13,,"Abschrift von Hans von Bronsart, Raff und Liszt; Stichvorlage",D-WRgs GSA 60/U 3 ,,Schrift: Carl Tausig; Bearbeitung für Klavier mit beiden Schlüssen,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,I Inferno,,,,d-Moll,C,Lento,,,,,,,,,[Dante Alighieri 118523708],Divina Commedia,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"I. Symphonische Dichtungen und Programmsymphonien (für Orchester, wenn nicht anders angegeben)",,,,,,,,,,,II Purgatorio,,,,H-Dur,C,Andante con moto quasi Allegretto. Tranquillo assai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,428,111,G37,Zweiter Mephisto-Walzer,Zweiter Mephisto-Walzer,,,,,,,,,Es-Dur,6/8 (2/4),Allegro vivace,Orch,,,,"--> A288, B54",,,,,,,,,,"Bln. 1881†, Fürstner",,,,"UA: Budapest, 09.05.1881",,,,,,Eckhardt 1986,88–90,,,,,,,,,MW i/10,DTie,,,,H-Bl keine Antwort aus Bibliothek (Stand 15.05.17),,,,,,D-WRgs GSA 60/A 25,,,,,,,,,H-Bn Ms.mus. 4.972,,Abschrift mit Korrekturen von Liszt; Mai 1881,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,430,113,G28,Salve Polonia: 1. Version (Boze cos´ Polske?); 2. Version (Interludium aus dem Oratorium St. Stanislaus),Salve Polonia,,,,,,,,,,,,Orch,,,,--> Poln. Lied 'Boze cos´ Polske?' und der Da? browski Mazurek,,,,,,,,,,"Lpz. 1884†, Kahnt",,,"Lpz. 1885 (2. Version), Kahnt","UA: Weimar, Mai 1884",,,,"A225, A302, Q1, Q17",,Auman 1991,4,,,,,,,,,,DTie,,,,,,,,,,F-Pn MS-153,https://gallica.bnf.fr/ark:/12148/bpt6k310623h,,,,,,,,US-Wc ML96.L58 ,,Fragment; mit Korrekturen Liszts ,D-WRgs GSA 60/Dep. H 5a,,zeitgenössische Schrift mit Korrekturen von Liszt ,"D-LEsta 21069 C.F. Kahnt, Nr.114","zeitgenössische Schrift; nur Stimmen für 2 Vl,Va, Vlc, B vorhanden; Rest fehlt ",,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,Salve Polonia: 1. Version (Boze cos´ Polske?),,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,Salve Polonia 2. Version (Interludium aus dem Oratorium St. Stanislaus),,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,431,356,G18,Festvorspiel,Festvorspiel,,,,,,,,,,,,Orch,,,,Arr. von A188,,,,,,,,,,"Stg. 1858†, Hallberger",,,,"UA: Weimar, 04.09.1857",,,,,,Fukuda 1998a,25,,,,,,,,,MW i/11,DTie,,,,,,,,,,D-BHna II Ch 2,,,,,,,,,D-WRgs GSA 60/A 16,,Schrift von Raff,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,432,114,G20,Künstlerfestzug zur Schillerfeier 1859,Künstlerfestzug zur Schillerfeier 1859,,,,,,,,,,,,Orch,,,,"--> Themen aus L9, G15",,,,,,,,,,"Lpz. 1860†, Kühn",,,,"UA: Weimar, 08.11.1860",,,,"A201, B22",,,,,,,,,,,,MW i/11,DTie,,F-Pn MS-159 ,https://gallica.bnf.fr/ark:/12148/btv1b550078239,,,,,,,,,,,,,,,,D-WRgs GSA 60/A 17,,"Schrift von Götze, Randeckart und Liszt",,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,433,115,G5 ,Festmarsch zur Goethe-Jubiläumsfeier; 2 Versionen,Festmarsch zur Goethe-Jubiläumsfeier,,,,,,,,,,,,Orch,,,,--> A164,,,,,,,,,,"Lpz. 1859†, Schuberth",,,,"UA: Weimar, 28.08.1849",,,,B19,,Gottwald 1982 ,168,,,,,,,,,MW i/11,DTie,,,,,,,,,,,,1. Fassung von 1849; zusammen ,,,,,,,D-WRgs GSA 60/A 18,,Schrift von Raff; Titel eigenhändig von Liszt,D-WRgs GSA 60/A 18a ,,Schrift Raff,D-WRgs GSA 60/B 22,Schrift: Conrandi und Liszt; in Sammlung mit Vokalwerken Liszts ,D-Ngm Hs 107016,Schrift Conradi mit Korrekturen von Liszt; 1. Fassung in der Orchestierung von Conrandi ,D-WRgs GSA 60/A 18d,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,,,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,F-Pn D 7149,,Stimmenmaterial,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,,,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,434,357,G8,Huldigungsmarsch; 2 Versionen,Huldigungsmarsch,,,,,,,,,,,,Orch,,,,Arr. von A182,,,,,,,,,,"Bln. 1858†, Bo&Bo",,,"Bln. 1863 (2. Ausg.), Bo&Bo","UA: Weimar, 09.04.1859",,,,,,,,,,,,,,,,MW i/11,DTie,,,,,,,,,,,,,,,,,,,US-Wc ML96.R12,,"Manuskript von Raff, Version für Militärkapelle",,,F-Pn: kann von der Bibliothek nicht bestätigt werden,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,,,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,,,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,435,358,G11,Vom Fels zum Meer (Deutscher Siegesmarsch),Vom Fels zum Meer (Deutscher Siegesmarsch),,,,,,,,,,,,Orch,,,,Arr. von A184,,,,,,,,,,"Bln. ?1860†, Schlesinger",,,,,,,,B14,,Youens 1990,61,,,,,,,,,MW i/12,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/A 20 ,, zeitgenössischer Schrift ,D-WRgs GSA 60/U 13,,Schrift von Liszt und zeitgenössische Schrift ,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,436,116,G23,Festmarsch nach Motiven von E.H. z. S.-C.-G.,Festmarsch nach Motiven von E.H. z. S.-C.-G.,,,,,,,,,D-Dur,C,Allegro pomposo e deciso,Orch,,,,"--> Ernst II zu Sachsen-Coburg-Gotha: ""Diana von Solange"" (1858)",Oper Diana von Solange,[Ernst II. von Sachsen-Coburg-Gotha 118685279],,,,,,,,"Lpz. 1860†, Schuberth",,,,,,,,"A196, B21",,Saffle 1998,,,,,,,,,,,DTie,,,,,,,,,,F-Pn W-3 (42),,,,,,,,,D-WRgs GSA 60/A 24,,Schrift von Randeckart; Stichvorlage,132,,zeitgenössische Schrift ,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,437,119,G35,Ungarischer Sturmmarsch,Ungarischer Sturmmarsch,,,,,,,,,e-Moll / E-Dur,2/4,Allegro impetuoso,Orch,,,,,,,,,,,,,,"Bln. 1876†, Schlesinger",,,,,,,,"A112, B46",,,,,,,,,,,,MW i/12,DTie,,,,,,,,,,D-WRgs GSA 60/A 28 ,,,,,,,,,H-Bl Ms mus L 010 ,http://lisztmuseum.hu/catalogue/?q=en/adatlista,zeitgenössische Schrift mit Korrekturen von Liszt ,,,,,,,,H-Bl Ms mus L 066 ,,Korrekturabzüge für den Druck 1865 bei Schlesinger ,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,438,118,G33,Ungarischer Marsch zur Krönungsfeier in Ofen-Pest am 8. Juni 1867,Ungarischer Marsch zur Krönungsfeier in Ofen-Pest am 8. Juni 1867,,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1871†, Schuberth",,,,,,,,"A248, B32",,Auman 1991,4,,,,,,,,,MW i/12,DTie,,,,,,,,,,US-Wc ML96.L58 ,,,,,,,,,D-WRgs GSA 60/A 19,,zeitgenössischer Schrift ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,439,117,G29,"Rákóczi-Marsch, symphonisch bearbeitet","Rákóczi-Marsch, symphonisch bearbeitet",,,,,,,,,,,,Orch,,,,,,,,,,,,,,"Lpz. 1871†, Schuberth",,,,,,,,"A228, B33, C25; A60b, A132",,Eckhardt 1975,347–349,,,,,,,,,,DTie,,D-WRgs GSA 60/P 11,,,,,,,,,,,,,,,,,D-WRgs GSA 60/P 10,,Weimar Mitte Juli 1865 Schrift von Carl Götze und die Handschrift von Liszt,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,440,354,G27,"Deux légendes: 1 St. François de Paule marchant sur les flots, 2 St. François d'Assise: la prédication aux oiseaux",Deux légendes,,,,,,,,,E-Dur,C,Andante maestoso,Orch,,,,,,,,,,,,,,,,,-,,,,,J13,,,,,,,,,,,,"EMB, 1984†",DTie,,,,,,,,,,A-Wn Mus.Hs.42179,http://data.onb.ac.at/rec/AL00235234 ,und private Sammlung (Howard/ Short 2004 S. 20) ,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,,,,,,1 St. François de Paule marchant sur les flots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,Reihenfolge korrekt? ich originaler Klaveirausgabe umgekehrt (Vogelpredigt zuerst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,,,,,,,,,,2 St. François d'Assise: la prédication aux oiseaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,441,359,G21,Ungarische Rhapsodien,Ungarische Rhapsodie Nr. 9,,,,,,,,,,,,Orch,,,,Zwei der Rhapsodien wurden von Liszt bereits 1847/48 orchestriert.,,,,,,,,,,"Lpz. 1874-5†, Schuberth",,,,,,,,B41,,,Auman 1991,13,,,,,,,,,DTie,"Titel sehr unspezifisch? welche?
GSA Signatur --> 9. Rhapsodie (Pester Karneval)",D-WRgs GSA 60/P 19,,,,,,,,,,,,,,,,,US-Wc ML96.L58 ,,Schrift: Franz Doppler; mit Korrekturen von Liszts Hand ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,442,355,G30,Vexilla regis prodeunt (Kreuzeshymne),Vexilla regis prodeunt (Kreuzeshymne),,,,,,,,,,,,Orch,,,,,,,,,,,,,,,,,-,,,,,A226; J33,,,,,,,,,,,,,DTie,,,,,,,,,,D-WRgs GSA 60/A 23,,Schluss fehlt ,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,II. Sonstige Orchesterwerke,,443,361,G31,Der Papsthymnus,Der Papsthymnus,,,,,,,,,,,,Orch,,,,,,,,,,,,,,,,,-,,,,,"A228, B30, E19, I7 Nr.8",,Jerger 1976 ,293,,,,,,,,,,DTie,,,,,,,,,,I-Bil M-4-9,,,,,,,,,,,,,,,,,,,,,,,,,,,
